difficulty,frontendQuestionId,title,category,acceptance_rate,topics
Easy,703,Kth Largest Element in a Stream,Algorithms,59.72526241,"['Tree', 'Design', 'Binary Search Tree', 'Heap (Priority Queue)', 'Binary Tree', 'Data Stream']"
Easy,704,Binary Search,Algorithms,59.41484908,"['Array', 'Binary Search']"
Easy,705,Design HashSet,Algorithms,66.96049669,"['Array', 'Hash Table', 'Linked List', 'Design', 'Hash Function']"
Easy,706,Design HashMap,Algorithms,65.84058209,"['Array', 'Hash Table', 'Linked List', 'Design', 'Hash Function']"
Medium,707,Design Linked List,Algorithms,28.97285729,"['Linked List', 'Design']"
Medium,708,Insert into a Sorted Circular Linked List,Algorithms,38.0194044,['Linked List']
Easy,709,To Lower Case,Algorithms,84.1267845,['String']
Hard,710,Random Pick with Blacklist,Algorithms,33.8009476,"['Array', 'Hash Table', 'Math', 'Binary Search', 'Sorting', 'Randomized']"
Hard,711,Number of Distinct Islands II,Algorithms,54.62306768,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Hash Function']"
Medium,712,Minimum ASCII Delete Sum for Two Strings,Algorithms,65.66866429,"['String', 'Dynamic Programming']"
Medium,713,Subarray Product Less Than K,Algorithms,52.74216784,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
Medium,714,Best Time to Buy and Sell Stock with Transaction Fee,Algorithms,70.25721963,"['Array', 'Dynamic Programming', 'Greedy']"
Hard,715,Range Module,Algorithms,44.14963416,"['Design', 'Segment Tree', 'Ordered Set']"
Hard,716,Max Stack,Algorithms,45.49827848,"['Linked List', 'Stack', 'Design', 'Doubly-Linked List', 'Ordered Set']"
Easy,717,1-bit and 2-bit Characters,Algorithms,45.11465678,['Array']
Medium,718,Maximum Length of Repeated Subarray,Algorithms,50.99783418,"['Array', 'Binary Search', 'Dynamic Programming', 'Sliding Window', 'Rolling Hash', 'Hash Function']"
Hard,719,Find K-th Smallest Pair Distance,Algorithms,45.71708808,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']"
Medium,720,Longest Word in Dictionary,Algorithms,53.36361198,"['Array', 'Hash Table', 'String', 'Trie', 'Sorting']"
Medium,721,Accounts Merge,Algorithms,59.31055182,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Sorting']"
Medium,722,Remove Comments,Algorithms,39.35581926,"['Array', 'String']"
Medium,723,Candy Crush,Algorithms,77.30243902,"['Array', 'Two Pointers', 'Matrix', 'Simulation']"
Easy,724,Find Pivot Index,Algorithms,60.37610271,"['Array', 'Prefix Sum']"
Medium,725,Split Linked List in Parts,Algorithms,70.1462852,['Linked List']
Hard,726,Number of Atoms,,,
gex` in the `formula` will take $O(N)$ time.,,,,,
,,,,,
    - There will be at most $O(N)$ quintuples in the `matcher`. Now, since for the right parenthesis, in the worst case,,,
,,,,,
    - Sorting will take $O(N \log N)$ time. This may vary depending on the implementation of the sorting algorithm in the programming language.,,,,,
       ,,,,,
    - Generating the answer string will take $O(N)$ time.,,,,,
,,,,,
    Hence, the overall time complexity will be $O(N^2)$.  ,,,,
    ,,,,,
* Space complexity: $O(N)$,,,,,
,,,,,
    - There will be at most $O(N)$ quintuples in the `matcher`. ,,,,,
     ,,,,,
    - The space used by the stack will be $O(N)$. ,,,,,
    ,,,,,
    - The space used by the `final_map` will be $O(N)$. Moreover, we are sorting the `final_map`. In sorting, it will be $O(N)$.,,,
 ,,,,,
    - The space used by the answer string `ans` will be $O(N)$.   ,,,,,
,,,,,
    Hence, the overall space complexity will be $O(N)$.,,,,
  ,,,,,
---,,,,,
,,,,,
,,,,,
### Approach 4: Reverse Scanning,,,,,
,,,,,
#### Intuition,,,,,
,,,,,
In all the approaches we have discussed so far, whenever we encounter a right parenthesis,,,,
,,,,,
This is primarily because we get to know about the multiplicity of the nested formula only after the end of the nested formula. Hence, we need to revisit the atoms in the nested formula to apply the multiplicity.,,,,
,,,,,
**What if we could know the multiplicity of the nested formula in the beginning itself?**  ,,,,,
Then we can apply the multiplicity to the atoms as we parse them. This will eliminate the need to revisit the atoms in the nested formula.  ,,,,,
,,,,,
**How can we know the multiplicity of the nested formula in the beginning itself?**  ,,,,,
By traversing right-to-left, we can know the multiplicity of the nested formula in the beginning itself.,,,,
,,,,,
As soon as we encounter a number followed by a right parenthesis, we can store the multiplicity.   ,,,,
*(Note that number followed by lowercase letter will be count, and not multiplicity)*,,,,
,,,,,
**However, what if we encounter a left parenthesis?**  ,,,,
Then the most recent multiplicity will cease to exist. Accessing the most recent element can be done using the Last-in-First-Out (LIFO) principle. Hence, we can use a stack to store the multiplicity.,,,,
,,,,,
To fasten the process, we can use an integer `multiplier` to store the current multiplier, the `multiplier` will be 1. ,,,
- On encountering `)`, we need to multiply the `multiplier` with the just scanned multiplier.,,,,
- On encountering `(`, we need to divide the `multiplier` by the popped element from the stack.,,,,
,,,,,
Readers are encouraged to implement the solution on their own. Plan all the cases that we need to take care of while scanning from right to left.  ,,,,,
,,,,,
It is worth noting that for forming atoms and count," we won't """"append"""" the characters. Instead", a UPPERCASE LETTER signifies the end of the scanning of the atom and not the beginning.,,,
,,,,,
#### Algorithm,,,,,
,,,,,
1. Initialize the integer `running_mul` to 1. It will store the valid multiplier for atoms to be scanned.,,,,,
,,,,,
2. Initialize the stack `stack` to store the multipliers. Push `1` to the stack. The product of elements in the stack will be the valid multiplier for atoms to be scanned, which is also stored in `running_mul`. ,,,,
,,,,,
3. Initialize the hashmap `final_map` to store the count of atoms. ,,,,,
,,,,,
4. Initialize the strings `curr_atom` and `curr_count` to store the current atom and count.,,,,,
,,,,,
5. Traverse right-to-left in the `formula` using the iterator `index`.,,,,,
,,,,,
    - If the character at the current index is a digit, prepend it to the `curr_count`.,,,,
,,,,,
    - If the character at the current index is a lowercase letter, prepend it to the `curr_atom`.,,,,
,,,,,
    - If the character at the current index is an UPPERCASE LETTER, prepend it to the `curr_atom`. Now,,,,
,,,,,
        - Add the `curr_atom` to the `final_map`. If the `curr_count` is not empty, the value of the `curr_atom` will be the product of `curr_count` and `running_mul`. Otherwise,,,,
,,,,,
        - Reset the `curr_atom` and `curr_count`.,,,,,
,,,,,
    - If the character at the current index is a right parenthesis, the `curr_count`, will be considered as `curr_multiplier`. If `curr_count` is empty,,,
,,,,,
        - Push the `curr_multiplier` to the `stack`.,,,,,
,,,,,
        - Multiply the `running_mul` by the `curr_multiplier`.,,,,,
,,,,,
        - Reset the `curr_count`.  ,,,,,
,,,,,
    - If the character at the current index is a left parenthesis, divide the `running_mul` by the popped element from the `stack`.  ,,,,
,,,,,
6. Sort the `final_map` using the keys.,,,,,
,,,,,
7. Generate the answer string `ans` by iterating over the sorted `final_map`. Append the atom to the `ans`. If the count of the atom is greater than 1, append the count of the atom to the `ans`.,,,,
,,,,,
8. Return the `ans`.   ,,,,,
,,,,,
The following animation visualizes the algorithm.,,,,,
,,,,,
!?!../Documents/726/726_slideshow_reverse_scanning.json:960,540!?!,,,,
<br/>,,,,,
,,,,,
#### Implementation,,,,,
,,,,,
"<iframe src=""""https://leetcode.com/playground/hQeATxFn/shared"""" frameBorder=""""0"""" width=""""100%"""" height=""""500"""" name=""""hQeATxFn""""></iframe>",,,,,
,,,,,
#### Complexity Analysis,,,,,
,,,,,
Let $N$ be the length of the `formula`.,,,,,
,,,,,
* Time complexity: $O(N^2)$,,,,,
    ,,,,,
    - Declaring and Initializing the variables before the `while` loop will take $O(1)$ time.,,,,,
,,,,,
    - The `while` loop will run $O(N)$ times. The number of steps in one `while` loop depends on the character at the current index.,,,,,
,,,,,
        - In the case of a digit, lowercase letter, we are prepending the characters. Appending is $O(1)$ operation,,,
,,,,,
            > `s = s + a` is different from `s = a + s`. The former can be augmented as `s += a`, while the latter can't be augmented.,,,,
            >    ,,,,,
            > Although it may vary with programming language, in general, while inserting at the beginning is $O(N)$ operation.,,,
,,,,,
"            > The worst case example of this can be when the `formula` is `""""Qabcdefghij""""`.",,,,,
,,,,,
        - In the case of the left parenthesis, we are converting the string `curr_count` to integer `curr_multiplier`. This may take $O(N)$ time in the worst case. However,,,,
        ,,,,,
        - In the case of the right parenthesis, we are updating the `running_mul` and `stack`. This will take $O(1)$ time.,,,,
,,,,,
        Hence, the time complexity of the `while` loop will be $O(N^2)$.,,,,
,,,,,
    - Sorting will take $O(N \log N)$ time. This may vary depending on the implementation of the sorting algorithm in the programming language.,,,,,
     ,,,,,
    - Generating the answer string will take $O(N)$ time.,,,,,
,,,,,
    Hence, the overall time complexity will be $O(N^2)$.  ,,,,
    ,,,,,
* Space complexity: $O(N)$,,,,,
,,,,,
    - The `stack` may have at most $O(N)$ elements.,,,,,
,,,,,
    - The space used by the `final_map` will be $O(N)$. Moreover, we are sorting the `final_map`. In sorting, it will be $O(N)$.,,,
     ,,,,,
    - The space used by the `ans` will be $O(N)$.,,,,,
,,,,,
    - The space used by the `curr_atom` and `curr_count` will be $O(N)$.,,,,,
,,,,,
    - The space used by the `running_mul` will be $O(1)$, since it is of integer type,,,,
,,,,,
    Hence, the overall space complexity will be $O(N)$.    ,,,,
        ,,,,,
---,,,,,
,,,,,
### Approach 5: Preprocessing,,,,,
,,,,,
#### Intuition,,,,,
,,,,,
In [previous approach](#approach-4-reverse-scanning), the bottleneck in the `while` loop (as mentioned in the [complexity analysis](#complexity-analysis-3) section) was,,,,
,,,,,
> Prepending the characters to `curr_atom` and `curr_count` was taking $O(N)$ time.,,,,,
,,,,,
*The alternative is to NOT prepend the characters. Instead, we can append the characters and reverse the string before using it. Since there will be at most $O(N)$ characters in the string, the amortized time complexity will be $O(1)$. Readers are encouraged to implement the solution on their own and comment their implementation below.*,,,
,,,,,
In this approach, we will pre-process the `formula` to make the left-to-right parsing easier. For every index,,,,
,,,,,
> Pre-processing is a common technique to make the actual processing easier. ,,,,,
,,,,,
As done in [Approach 4](#approach-4-reverse-scanning), we will use a stack to store the multipliers.  ,,,,
We can use another array `muls` to store the valid multiplier for every index. After this pre-processing, we can traverse the `formula` left-to-right, we can append the characters to `curr_atom` and `curr_count`,,,
,,,,,
Let's see if it helps in optimizing the runtime.,,,,,
,,,,,
#### Algorithm,,,,,
,,,,,
1. Initialize the array `muls` to store the valid multiplier for every index. Initialize the integer `running_mul` to 1. It will store the valid multiplier for atoms to be scanned.,,,,,
,,,,,
2. Initialize the stack `stack` to store the multipliers. Push `1` to the stack. The product of elements in the stack will be the valid multiplier for atoms to be scanned, which is also stored in `running_mul`.,,,,
,,,,,
3. Initialize the empty string `curr_number` to store the current number.,,,,,
,,,,,
4. Do the pre-processing by traversing right-to-left in the `formula` using the iterator `index`, which is initialized to the `formula.length() - 1`.,,,,
,,,,,
    - If the character at the current index is a digit, append it to the `curr_number`.,,,,
,,,,,
    - If the character at the current index is a letter, it means the scanned number was count and not a multiplier. Discard the `curr_number`.,,,,
,,,,,
    - If the character at the current index is a right parenthesis, the scanned number was multiplier. However,,,,
,,,,,
        - If `curr_number` is not empty, reverse it and convert it to an integer in the variable `curr_multiplier`. If it was empty,,,,
,,,,,
        - Multiply the `running_mul` by the `curr_multiplier`.,,,,,
,,,,,
        - Push the `curr_multiplier` to the `stack`.,,,,,
,,,,,
        - Reset the `curr_number`.,,,,,
,,,,,
    - If the character at the current index is a left parenthesis, the most recent multiplier will cease to exist. Hence, reset the `curr_number`.,,,
,,,,,
    - Append the `running_mul` to the `muls`.,,,,,
,,,,,
5. Reverse the `muls`.,,,,,
,,,,,
6. Initialize the hashmap `final_map` to store the count of atoms.,,,,,
,,,,,
7. Process the `formula` left-to-right using the iterator `index`, which is initialized to 0.,,,,
,,,,,
    If the character at the current index is a UPPERCASE LETTER, extract the entire atom and count (which by default should be 1). Add into the `final_map` the atom and count,,,,
,,,,,
8. Sort the `final_map` using the keys.,,,,,
,,,,,
9. Generate the answer string `ans` by iterating over the sorted `final_map`. Append the atom to the `ans`. If the count of the atom is greater than 1, append the count of the atom to the `ans`.,,,,
,,,,,
10. Return the `ans`.   ,,,,,
,,,,,
"Here's how `muls` should look like for the input `""""K4(ON(SO3)2)2""""`. The only values of `muls` we ultimately care about are",,,,,
#NAME?, if there is no associated number.,,,,
#NAME?,,,,,
,,,,,
The remaining values are intermediate values that helped us in producing the values we care about. ,,,,,
,,,,,
![muls_array](../Figures/726/726_slide_images_used/Slide1.PNG),,,,,
<br/>,,,,,
,,,,,
,,,,,
#### Implementation,,,,,
,,,,,
"<iframe src=""""https://leetcode.com/playground/cxxwk3ND/shared"""" frameBorder=""""0"""" width=""""100%"""" height=""""500"""" name=""""cxxwk3ND""""></iframe>",,,,,
,,,,,
**Implementation Note:** In the above implementation  ,,,,,
- We are reversing a string `curr_number` ,,,,,
- We are converting variables `curr_number` and `curr_count` to integer.,,,,,
,,,,,
We can avoid both of these if we form integers from characters as we scan them. This will need a little bit of Mathematics. Readers are encouraged to implement the solution on their own and comment their implementation below.,,,,,
,,,,,
#### Complexity Analysis,,,,,
,,,,,
Let $N$ be the length of the `formula`.,,,,,
,,,,,
* Time complexity: $O(N \log N)$,,,,,
,,,,,
    - The while loop of pre-processing will have $O(N)$ iterations. ,,,,,
,,,,,
        - When the current character is alphanumeric, or left parenthesis,,,,
,,,,,
        - When the current character is a right parenthesis, the time complexity can be $O(N)$ in the worst case, the amortized time complexity will be $O(1)$.,,,
,,,,,
        Hence, the time complexity of pre-processing will be $O(N)$.,,,,
,,,,,
    - Reversing the `muls` will take $O(N)$ time.,,,,,
,,,,,
    - The while loop of the processing will have $O(N)$ iterations. ,,,,,
,,,,,
        Every character will be processed at most twice, once during extracting,,,,
,,,,,
        Hence, the time complexity of the processing will be $O(N)$.,,,,
    ,,,,,
    - Sorting will take $O(K \log K)$ time, where $K$ is the number of unique atoms. In the worst case,,,,
     ,,,,,
    - Generating the answer string will take $O(N)$ time.,,,,,
,,,,,
    Hence, the overall time complexity will be $O(N + N + N \log N + N)$,,,,
,,,,,
,,,,,
* Space complexity: $O(N)$,,,,,
,,,,,
    - The space used by the `muls` will be $O(N)$.,,,,,
,,,,,
    - The space used by the `stack` will be $O(N)$.,,,,,
,,,,,
    - The space used by the `final_map` will be $O(N)$. Moreover, we are sorting the `final_map`. In sorting, it will be $O(N)$.,,,
,,,,,
    - The space used by the answer string `ans` will be $O(N)$. ,,,,,
,,,,,
    Hence, the overall space complexity will be $O(N)$.,,,,
        ,,,,,
---,,,,,
,,,,,
### Approach 6: Reverse Scanning with Regex,,,,,
,,,,,
#### Intuition,,,,,
,,,,,
In [Approach-4](#approach-4-reverse-scanning), the bottleneck in the `while` loop (as mentioned in the [complexity analysis](#complexity-analysis-3) section) was,,,,
,,,,,
> Prepending the characters to `curr_atom` and `curr_count` was taking $O(N)$ time.,,,,,
,,,,,
The purpose of prepending was to extract atoms and count. However, we have seen in [Approach 3](#approach-3-regular-expression) that regular expressions can be used to extract atoms and counts. ,,,,
,,,,,
After extracting the atoms and counts, we can do reverse scanning to ensure that in each nested formula,,,,
,,,,,
> We have achieved $O(N \log N)$ time complexity in [Approach 5](#approach-5-preprocessing). Can we do better than this?    ,,,,,
> Practically, it is difficult to achieve better time complexity than $O(N \log N)$, the non-comparison based sorting algorithms (counting sort,,,
,,,,,
Readers are encouraged to implement the solution on their own. It will be a combination of [Approach 3](#approach-3-regular-expression) and [Approach 4](#approach-4-reverse-scanning), but somewhat concise and optimized.,,,,
,,,,,
#### Algorithm,,,,,
,,,,,
1. Define a regular expression `regex` to extract the atom, count, right parenthesis,,,
,,,,,
2. Using `regex`, find all the occurrences of the quintuples in the `formula`. Store the result in `matcher`,,,,
,,,,,
3. Initialize the hashmap `final_map` to store the count of atoms.,,,,,
,,,,,
4. Initialize the stack `stack` to keep track of the nested multiplicities. Push integer `1` to the stack.,,,,,
,,,,,
5. Initialize the integer `running_mul` to 1. It will store the valid multiplier for atoms to be scanned.,,,,,
,,,,,
6. Parse the formula by iterating over the `matcher`.,,,,,
,,,,,
    - If the current element is an atom, add it to the `final_map`. ,,,,
,,,,,
        The value will be the product of the count and the `running_mul`. If the count is not present, the value will be `1 * running_mul`. ,,,,
,,,,,
    - If the current element is a right parenthesis.,,,,,
      ,,,,,
      - If the `multiplier` is present, multiply the `running_mul` by the `multiplier`. Push the `multiplier` to the `stack`.,,,,
,,,,,
      - If the `multiplier` is not present, push `1` to the `stack`.,,,,
,,,,,
    - If the current element is a left parenthesis, divide the `running_mul` by the popped element from the `stack`. ,,,,
,,,,,
7. Sort the `final_map` using the keys.,,,,,
,,,,,
8. Generate the answer string `ans` by iterating over the sorted `final_map`. Append the atom to the `ans`. If the count of the atom is greater than 1, append the count of the atom to the `ans`.,,,,
,,,,,
9. Return the `ans`.  ,,,,,
,,,,,
#### Implementation,,,,,
,,,,,
"<iframe src=""""https://leetcode.com/playground/Ww8oR9Bp/shared"""" frameBorder=""""0"""" width=""""100%"""" height=""""500"""" name=""""Ww8oR9Bp""""></iframe>",,,,,
,,,,,
#### Complexity Analysis,,,,,
,,,,,
Let $N$ be the length of the `formula`.,,,,,
,,,,,
* Time complexity: $O(N \log N)$,,,,,
,,,,,
    - The time complexity of finding all the quintuples using regular expression will depend on the programming language. In general, it will be $O(N)$.,,,,
,,,,,
    - The time complexity of the `for` loop will be $O(N)$.,,,,,
,,,,,
        - If atom, adding it to the `final_map` will take $O(1)$ time.,,,,
,,,,,
        - If the right parenthesis, multiplying the `running_mul` and pushing the multiplier to the `stack` will take $O(1)$ time.,,,,
,,,,,
        - If left parenthesis, dividing the `running_mul` by the popped element from the `stack` will take $O(1)$ time.,,,,
,,,,,
        Hence, the time complexity of the `for` loop will be $O(N)$.,,,,
,,,,,
    - Sorting will take $O(K \log K)$ time, where $K$ is the number of unique atoms. In the worst case,,,,
,,,,,
    - Generating the answer string will take $O(N)$ time.,,,,,
,,,,,
    Hence, the overall time complexity will be $O(N + N + N \log N + N)$,,,,
         ,,,,,
* Space complexity: $O(N)$,,,,,
,,,,,
    - The space used by the quintuples will be $O(N)$.,,,,,
,,,,,
    - The space used by the `final_map` will be $O(N)$. Moreover, we are sorting the `final_map`. In sorting, it will be $O(N)$.,,,
     ,,,,,
    - The space used by the answer string `ans` will be $O(N)$. ,,,,,
     ,,,,,
    - The space used by the `stack` will be $O(N)$.,,,,,
,,,,,
    Hence, the overall space complexity will be $O(N)$.    ,,,,
        ,,,,,
"---""","			

class Solution:
  def countOfAtoms(self, formula: str) -> str:
    def parse() -> dict:
      ans = defaultdict(int)

      nonlocal i
      while i < n:
        if formula[i] == '(':
          i += 1
          for elem, freq in parse().items():
            ans[elem] += freq
        elif formula[i] == ')':
          i += 1
          numStart = i
          while i < n and formula[i].isdigit():
            i += 1
          factor = int(formula[numStart:i])
          for elem, freq in ans.items():
            ans[elem] *= factor
          return ans
        elif formula[i].isupper():
          elemStart = i
          i += 1
          while i < n and formula[i].islower():
            i += 1
          elem = formula[elemStart:i]
          numStart = i
          while i < n and formula[i].isdigit():
            i += 1
          num = 1 if i == numStart else int(
              formula[numStart:i])
          ans[elem] += num

      return ans

    n = len(formula)

    ans = """"
    i = 0
    count = parse()

    for elem in sorted(count.keys()):
      ans += elem
      if count[elem] > 1:
        ans += str(count[elem])

    return ans","			

class Solution {
 public:
  string countOfAtoms(string formula) {
    string ans;
    int i = 0;

    for (const auto& [elem, freq] : parse(formula, i)) {
      ans += elem;
      if (freq > 1)
        ans += to_string(freq);
    }

    return ans;
  }

 private:
  map<string, int> parse(const string& s, int& i) {
    map<string, int> count;

    while (i < s.length())
      if (s[i] == '(') {
        for (const auto& [elem, freq] : parse(s, ++i))
          count[elem] += freq;
      } else if (s[i] == ')') {
        const int num = getNum(s, ++i);
        for (auto&& [_, freq] : count)
          freq *= num;
        return count;  // Returns back to previous scope
      } else {         // s[i] must be uppercased
        const string& elem = getElem(s, i);
        const int num = getNum(s, i);
        count[elem] += num;
      }

    return count;
  }

  string getElem(const string& s, int& i) {
    const int elemStart = i++;  // s[elemStart] is uppercased
    while (i < s.length() && islower(s[i]))
      ++i;
    return s.substr(elemStart, i - elemStart);
  }

  int getNum(const string& s, int& i) {
    const int numStart = i;
    while (i < s.length() && isdigit(s[i]))
      ++i;
    const string& numString = s.substr(numStart, i - numStart);
    return numString.empty() ? 1 : stoi(numString);
  }
};",,,
Hard,727,Minimum Window Subsequence,Algorithms,43.59417059,"['String', 'Dynamic Programming', 'Sliding Window']"
Easy,728,Self Dividing Numbers,Algorithms,79.54680825,['Math']
Medium,729,My Calendar I,Algorithms,58.13709619,"['Array', 'Binary Search', 'Design', 'Segment Tree', 'Ordered Set']"
Hard,730,Count Different Palindromic Subsequences,Algorithms,46.28121424,"['String', 'Dynamic Programming']"
Medium,731,My Calendar II,Algorithms,62.26821754,"['Array', 'Binary Search', 'Design', 'Segment Tree', 'Prefix Sum', 'Ordered Set']"
Hard,732,My Calendar III,Algorithms,70.59176888,"['Binary Search', 'Design', 'Segment Tree', 'Prefix Sum', 'Ordered Set']"
Easy,733,Flood Fill,Algorithms,66.2201163,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
Easy,734,Sentence Similarity,Algorithms,44.58174611,"['Array', 'Hash Table', 'String']"
Medium,735,Asteroid Collision,Algorithms,45.33738173,"['Array', 'Stack', 'Simulation']"
Hard,736,Parse Lisp Expression,Algorithms,52.57753784,"['Hash Table', 'String', 'Stack', 'Recursion']"
Medium,737,Sentence Similarity II,Algorithms,50.62288568,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find']"
Medium,738,Monotone Increasing Digits,Algorithms,48.65266738,"['Math', 'Greedy']"
Medium,739,Daily Temperatures,Algorithms,67.22911207,"['Array', 'Stack', 'Monotonic Stack']"
Medium,740,Delete and Earn,Algorithms,56.68297406,"['Array', 'Hash Table', 'Dynamic Programming']"
Hard,741,Cherry Pickup,Algorithms,37.73685378,"['Array', 'Dynamic Programming', 'Matrix']"
Medium,742,Closest Leaf in a Binary Tree,Algorithms,47.03034392,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
Medium,743,Network Delay Time,Algorithms,57.03390088,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Easy,744,Find Smallest Letter Greater Than Target,Algorithms,53.92427159,"['Array', 'Binary Search']"
Hard,745,Prefix and Suffix Search,Algorithms,40.38949448,"['Array', 'Hash Table', 'String', 'Design', 'Trie']"
Easy,746,Min Cost Climbing Stairs,Algorithms,67.07445746,"['Array', 'Dynamic Programming']"
Easy,747,Largest Number At Least Twice of Others,Algorithms,50.63553131,"['Array', 'Sorting']"
Easy,748,Shortest Completing Word,Algorithms,61.22409811,"['Array', 'Hash Table', 'String']"
Hard,749,Contain Virus,Algorithms,52.37570583,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix', 'Simulation']"
Medium,750,Number Of Corner Rectangles,Algorithms,67.81544545,"['Array', 'Math', 'Dynamic Programming', 'Matrix']"
Medium,751,IP to CIDR,Algorithms,55.17433591,"['String', 'Bit Manipulation']"
Medium,752,Open the Lock,Algorithms,60.68213738,"['Array', 'Hash Table', 'String', 'Breadth-First Search']"
Hard,753,Cracking the Safe,Algorithms,57.71399691,"['Depth-First Search', 'Graph', 'Eulerian Circuit']"
Medium,754,Reach a Number,Algorithms,43.83761087,"['Math', 'Binary Search']"
Medium,755,Pour Water,Algorithms,47.79362228,"['Array', 'Simulation']"
Medium,756,Pyramid Transition Matrix,Algorithms,52.86703128,"['Bit Manipulation', 'Depth-First Search', 'Breadth-First Search']"
Hard,757,Set Intersection Size At Least Two,Algorithms,45.13996033,"['Array', 'Greedy', 'Sorting']"
Medium,758,Bold Words in String,Algorithms,52.06689068,"['Array', 'Hash Table', 'String', 'Trie', 'String Matching']"
Hard,759,Employee Free Time,Algorithms,72.56338822,"['Array', 'Line Sweep', 'Sorting', 'Heap (Priority Queue)']"
Easy,760,Find Anagram Mappings,Algorithms,83.8556823,"['Array', 'Hash Table']"
Hard,761,Special Binary String,Algorithms,63.29371071,"['String', 'Recursion']"
Easy,762,Prime Number of Set Bits in Binary Representation,Algorithms,70.8081066,"['Math', 'Bit Manipulation']"
Medium,763,Partition Labels,Algorithms,81.49723463,"['Hash Table', 'Two Pointers', 'String', 'Greedy']"
Medium,764,Largest Plus Sign,Algorithms,48.5223133,"['Array', 'Dynamic Programming']"
Hard,765,Couples Holding Hands,Algorithms,58.30169975,"['Greedy', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Easy,766,Toeplitz Matrix,Algorithms,69.3819191,"['Array', 'Matrix']"
Medium,767,Reorganize String,Algorithms,56.07859008,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']"
Hard,768,Max Chunks To Make Sorted II,Algorithms,54.09345271,"['Array', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']"
Medium,769,Max Chunks To Make Sorted,,,
Hard,770,Basic Calculator IV,Algorithms,48.5946195,"['Hash Table', 'Math', 'String', 'Stack', 'Recursion']"
Easy,771,Jewels and Stones,Algorithms,89.18310649,"['Hash Table', 'String']"
Hard,772,Basic Calculator III,Algorithms,52.33585448,"['Math', 'String', 'Stack', 'Recursion']"
Hard,773,Sliding Puzzle,Algorithms,73.0853239,"['Array', 'Dynamic Programming', 'Backtracking', 'Breadth-First Search', 'Memoization', 'Matrix']"
Hard,774,Minimize Max Distance to Gas Station,Algorithms,52.9034733,"['Array', 'Binary Search']"
Medium,775,Global and Local Inversions,Algorithms,42.32666162,"['Array', 'Math']"
Medium,776,Split BST,Algorithms,82.44060684,"['Tree', 'Binary Search Tree', 'Recursion', 'Binary Tree']"
Medium,777,Swap Adjacent in LR String,Algorithms,37.48658195,"['Two Pointers', 'String']"
Hard,778,Swim in Rising Water,Algorithms,62.58522817,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix']"
Medium,779,K-th Symbol in Grammar,Algorithms,47.31333212,"['Math', 'Bit Manipulation', 'Recursion']"
Hard,780,Reaching Points,Algorithms,33.58660083,['Math']
Medium,781,Rabbits in Forest,Algorithms,58.29202088,"['Array', 'Hash Table', 'Math', 'Greedy']"
Hard,782,Transform to Chessboard,Algorithms,50.49338706,"['Array', 'Math', 'Bit Manipulation', 'Matrix']"
Easy,783,Minimum Distance Between BST Nodes,Algorithms,60.21729017,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Search Tree', 'Binary Tree']"
Medium,784,Letter Case Permutation,Algorithms,75.06118246,"['String', 'Backtracking', 'Bit Manipulation']"
Medium,785,Is Graph Bipartite?,Algorithms,57.51642213,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Medium,786,K-th Smallest Prime Fraction,Algorithms,68.46844916,"['Array', 'Two Pointers', 'Binary Search', 'Sorting', 'Heap (Priority Queue)']"
Medium,787,Cheapest Flights Within K Stops,Algorithms,40.26050279,"['Dynamic Programming', 'Depth-First Search', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Medium,788,Rotated Digits,Algorithms,56.41444774,"['Math', 'Dynamic Programming']"
Medium,789,Escape The Ghosts,Algorithms,62.50644188,"['Array', 'Math']"
Medium,790,Domino and Tromino Tiling,Algorithms,52.06172026,['Dynamic Programming']
Medium,791,Custom Sort String,Algorithms,71.94797497,"['Hash Table', 'String', 'Sorting']"
Medium,792,Number of Matching Subsequences,Algorithms,50.67930669,"['Array', 'Hash Table', 'String', 'Binary Search', 'Dynamic Programming', 'Trie', 'Sorting']"
Hard,793,Preimage Size of Factorial Zeroes Function,Algorithms,45.61860068,"['Math', 'Binary Search']"
Medium,794,Valid Tic-Tac-Toe State,Algorithms,34.61238522,"['Array', 'Matrix']"
